name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Bergstrom International Airport, Austin, Texas",2023-03-03,72,47.9,59.5,72,47.9,59.5,35.7,43,0.012,100,4.17,rain,0,0,42.5,19.7,313.1,1006.6,10.4,9.5,212.5,18.3,7,10,2023-03-03T06:54:38,2023-03-03T18:31:01,0.38,Rain,Clear conditions throughout the day with early morning rain.,rain,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-03-04,78.2,37.1,58.8,78.2,37.1,58.6,45.9,67.5,0,0,0,,0,0,21.9,13.9,177.2,1013.4,0,9.8,210.6,18.1,7,10,2023-03-04T06:53:31,2023-03-04T18:31:43,0.41,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-03-05,78.2,48.8,63.2,78.2,48.8,63.2,55.3,78.6,0,0,0,rain,0,0,23,12.7,175.3,1016,54.8,8.1,190.2,16.4,7,10,2023-03-05T06:52:23,2023-03-05T18:32:24,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-03-06,80.1,57.8,67.2,81.8,57.8,67.3,62.1,85.3,0,0,0,rain,0,0,19.7,12.7,189.9,1015.1,64.2,8.2,156.8,13.4,7,10,2023-03-06T06:51:15,2023-03-06T18:33:04,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,D9418"
"Bergstrom International Airport, Austin, Texas",2023-03-07,79.1,63,71.4,79.1,63,71.4,67.6,88.6,0,0,0,rain,0,0,21.9,10.3,158.9,1014.3,84.5,6,97.5,8.4,4,60,2023-03-07T06:50:06,2023-03-07T18:33:45,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-03-08,79.1,64.1,71.3,79.1,64.1,71.3,64.7,81.2,0,0,0,rain,0,0,19.5,12.7,102.4,1016,88.4,8.5,135,11.7,6,30,2023-03-08T06:48:56,2023-03-08T18:34:25,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-03-09,83,58.9,69.8,85.2,58.9,70.3,60.5,73.5,0,0,0,rain,0,0,25.3,17.2,127.5,1015.2,82,9.5,136.3,11.7,7,30,2023-03-09T06:47:46,2023-03-09T18:35:05,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-03-10,73.1,56.9,63.2,73.1,56.9,63.2,56.1,78.7,0,0,0,rain,0,0,24.2,17.2,17.9,1017.2,61.1,9.9,155.8,13.5,7,10,2023-03-10T06:46:36,2023-03-10T18:35:44,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-03-11,87.2,56,72.7,89.5,56,73.3,63.9,76.9,0,0,0,rain,0,0,33.3,21.9,191.7,1007.3,57.4,8,184.5,16.2,7,60,2023-03-11T06:45:26,2023-03-11T18:36:24,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-03-12,73.1,61.1,67.1,73.1,61.1,67.1,56.1,69.3,0,0,0,,0,0,26.4,18.3,346.1,1009.1,46.9,9.6,190,15.7,7,30,2023-03-12T07:44:15,2023-03-12T19:37:03,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-03-13,66.8,49.9,58.3,66.8,44,57.8,39.5,50.5,0,0,0,,0,0,25.3,17.2,32.1,1019.9,67,9.9,208.4,17.8,8,10,2023-03-13T07:43:03,2023-03-13T19:37:41,0.72,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-03-14,65.9,46.1,56.4,65.9,42,55.5,39.3,53.5,0,0,0,rain,0,0,21.9,16.1,54.2,1022.8,64.8,9.9,144.5,12.5,8,10,2023-03-14T07:41:52,2023-03-14T19:38:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-03-15,74,40.9,58.2,74,40.9,58.1,48.1,71.6,0,0,0,,0,0,28.9,19.7,155.7,1020.7,68.5,9.8,164.1,13.9,7,10,2023-03-15T07:40:40,2023-03-15T19:38:58,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-03-16,81,63,69.1,83.8,63,69.3,64.7,86.5,0.818,100,12.5,rain,0,0,33.4,19.7,171,1009.5,95.4,9.1,69.1,5.8,4,75,2023-03-16T07:39:28,2023-03-16T19:39:37,0.82,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-03-17,56.9,40.9,49.2,56.9,31.2,44.7,32.8,56.1,0.083,100,12.5,rain,0,0,44.9,24.1,358.4,1019.5,95,9.9,141.6,12.2,7,10,2023-03-17T07:38:15,2023-03-17T19:40:15,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-03-18,53.1,45,48.8,53.1,41.9,46.4,30.9,50.5,0,0,0,rain,0,0,21.1,13.9,19.5,1026.8,98.3,9.9,57.8,4.8,2,10,2023-03-18T07:37:03,2023-03-18T19:40:52,0.89,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,D9418"
"Bergstrom International Airport, Austin, Texas",2023-03-19,57.8,38,47.3,57.8,35.7,45.5,31.5,57.7,0,0,0,,0,0,9.2,10.3,9.6,1031.5,63.2,9.9,214.1,18.6,8,10,2023-03-19T07:35:50,2023-03-19T19:41:30,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-03-20,56,36,47.7,56,34.6,46.9,38.7,72.8,0,0,0,,0,0,26.4,18.3,156.2,1024.7,87,9.9,71.6,6.1,3,10,2023-03-20T07:34:37,2023-03-20T19:42:08,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-03-21,69.2,51.2,60.6,69.2,51.2,60.6,60.2,98.6,0.23,100,45.83,rain,0,0,30,15,167.7,1016.4,100,4,50.1,4.2,3,10,2023-03-21T07:33:24,2023-03-21T19:42:45,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-03-22,76.9,67.9,71.8,76.9,67.9,71.8,66.9,85.2,0,0,0,rain,0,0,30,20.8,171.6,1015.5,99,8.7,101.1,8.7,4,10,2023-03-22T07:32:11,2023-03-22T19:43:22,0.03,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-03-23,80.1,70.1,74.3,82.4,70.1,74.4,67.6,80.5,0,0,0,rain,0,0,35.9,25.3,167.1,1012.2,95.4,9.4,109.7,9.5,5,30,2023-03-23T07:30:58,2023-03-23T19:43:59,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-03-24,85.9,54.1,72.6,83.2,54.1,72.2,60.8,71.9,0.09,100,8.33,rain,0,0,27.5,17.2,213.6,1006.3,61.6,9.1,186.1,16.1,8,30,2023-03-24T07:29:45,2023-03-24T19:44:37,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-03-25,79.1,51.2,63.8,79.1,51.2,63.8,39.3,45.4,0,0,0,,0,0,23,11.4,329.1,1010.8,18.4,9.9,239.2,20.7,9,10,2023-03-25T07:28:32,2023-03-25T19:45:14,0.13,Clear,Clear conditions throughout the day.,clear-day,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2023-03-26,79.1,45,62,79.1,45,62,55.1,79.9,0,0,0,rain,0,0,20.8,9.2,120.7,1009.6,52.2,9.9,187.3,16.2,7,30,2023-03-26T07:27:19,2023-03-26T19:45:50,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-03-27,76.9,55.1,67.4,76.9,55.1,67.4,55.7,67.4,0,0,0,,0,0,21.9,17.2,26.5,1014.1,80.9,9.7,192.3,16.6,8,10,2023-03-27T07:26:06,2023-03-27T19:46:27,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-03-28,70.1,57.8,63.3,70.1,57.8,63.3,42.4,47.7,0.012,100,4.17,rain,0,0,40.4,27.7,10.6,1022.1,85.3,9.9,174.5,15.1,8,10,2023-03-28T07:24:53,2023-03-28T19:47:04,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-03-29,72,53.1,61.4,72,53.1,61.4,44.1,53.2,0,0,0,,0,0,20.8,15,62,1020.9,93.8,9.9,128.5,10.9,5,10,2023-03-29T07:23:40,2023-03-29T19:47:41,0.26,Overcast,Cloudy skies throughout the day.,cloudy,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2023-03-30,74.9,61.1,68.2,74.9,61.1,68.2,63.6,85.6,0,0,0,rain,0,0,30,19.7,147.1,1014,99,8.5,45.5,4,3,60,2023-03-30T07:22:27,2023-03-30T19:48:17,0.29,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-03-31,85.9,64.1,75,89.3,64.1,75.9,66.2,75.8,0,0,0,rain,0,0,38.1,25.3,191.8,1011.3,78,9.8,171,14.7,7,60,2023-03-31T07:21:15,2023-03-31T19:48:54,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-04-01,80.1,46.1,64.8,79.1,45,64.7,44.2,55.2,0,0,0,,0,0,21.9,17.2,25.4,1018.4,56.5,9.9,198.5,17.3,9,10,2023-04-01T07:20:02,2023-04-01T19:49:31,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-02,83,55.1,70.2,86.1,55.1,71,61,73.4,0,0,0,rain,0,0,31.1,18.3,175.7,1011.6,94.4,9.8,95,8.2,4,60,2023-04-02T07:18:50,2023-04-02T19:50:08,0.39,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-03,90,69.2,77.1,97.4,69.2,79.1,70,80.7,0,0,0,rain,0,0,28.9,18.3,171,1005.8,84.1,8.5,214.5,18.4,8,75,2023-04-03T07:17:39,2023-04-03T19:50:44,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-04,83.9,72,76.5,87.7,72,77.5,70.1,81.6,0,0,0,rain,0,0,31.3,21.9,167.8,1002.5,95,7.9,138.6,12,5,75,2023-04-04T07:16:27,2023-04-04T19:51:21,0.45,Overcast,Cloudy skies throughout the day.,cloudy,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-05,75.8,61,70.1,75.8,61,70.1,48.9,53,0,0,0,rain,0,0,34.3,25.3,21.1,1011.5,97.5,8.5,128.7,11.1,6,75,2023-04-05T07:15:16,2023-04-05T19:51:58,0.5,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,D9418,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-06,58.9,47,50.9,58.9,40.3,48.1,47.3,88.4,1.921,100,70.83,rain,0,0,29.7,18.3,8.6,1020.6,99.5,8.3,17,1.4,1,10,2023-04-06T07:14:05,2023-04-06T19:52:35,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-07,53.1,48.8,51.3,53.1,42.6,49,50.4,96.7,0.571,100,58.33,rain,0,0,27.7,17.2,8.2,1021.8,100,6.5,32.7,2.9,1,10,2023-04-07T07:12:55,2023-04-07T19:53:11,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-08,62.1,51.2,56.8,62.1,51.2,56.8,53.7,89.5,0,0,0,rain,0,0,18.3,12.7,12.5,1020.7,97.9,7.9,72.5,6.2,3,10,2023-04-08T07:11:44,2023-04-08T19:53:48,0.59,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-04-09,72,48.8,63,72,48.8,63,57.3,82.9,0,0,0,rain,0,0,11.4,9.2,78.2,1021,93.3,9.4,149.3,12.8,7,10,2023-04-09T07:10:35,2023-04-09T19:54:25,0.63,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-10,70.1,51.2,62.1,70.1,51.2,62.1,56.8,84.2,0,0,0,rain,0,0,15,11.4,49,1022.7,68.4,9.4,122.9,10.6,4,10,2023-04-10T07:09:26,2023-04-10T19:55:02,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958"
"Bergstrom International Airport, Austin, Texas",2023-04-11,73.1,47,61.1,73.1,47,61.1,53.4,79,0,0,0,,0,0,17.2,10.3,48,1022.4,28.3,9.7,248.7,21.6,9,10,2023-04-11T07:08:17,2023-04-11T19:55:39,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-12,75.8,46.1,61.5,75.8,46.1,61.5,51.6,74.3,0,0,0,,0,0,10.7,9.2,105.8,1017.2,25.1,9.7,233.3,20.1,10,10,2023-04-12T07:07:08,2023-04-12T19:56:17,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-13,78.2,47.9,63.3,78.2,47.9,63.3,54.2,75.8,0,0,0,,0,0,19.7,11.4,168.6,1010.3,39.2,9.6,274.9,23.7,8,10,2023-04-13T07:06:01,2023-04-13T19:56:54,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,72254753942,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-14,79,55.1,67.2,79,55.1,67.2,63.4,87.8,0,0,0,rain,0,0,24.2,16.1,164.7,1007,83.5,9.7,87,7.5,5,100,2023-04-14T07:04:53,2023-04-14T19:57:31,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-15,90,60.2,73.7,91.7,60.2,73.9,60.9,70,0.059,100,4.17,rain,0,0,27.9,20.8,322.3,1009.8,59,9.6,210.2,18.2,8,100,2023-04-15T07:03:47,2023-04-15T19:58:09,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-16,72,51.2,63.5,72,51.2,63.5,41.9,47.1,0,0,0,,0,0,31,21.9,26.8,1022.3,11.5,9.9,269.3,23.2,9,10,2023-04-16T07:02:41,2023-04-16T19:58:46,0.88,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-17,75.8,45,61.9,75.8,43.7,61.8,46.7,63.1,0,0,0,,0,0,23,15,145.7,1018.8,53.3,9.9,236.2,20.4,9,10,2023-04-17T07:01:35,2023-04-17T19:59:24,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-18,78.2,61.1,68.9,78.2,61.1,68.9,60.4,75.7,0,0,0,rain,0,0,27.8,18.3,160.9,1011.3,95,9.6,87.7,7.5,4,30,2023-04-18T07:00:31,2023-04-18T20:00:02,0.95,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI"
"Bergstrom International Airport, Austin, Texas",2023-04-19,80.1,69.2,73.1,82.7,69.2,73.2,67,81.7,0,0,0,rain,0,0,27.7,17.2,165.2,1010.6,97.5,9.9,97.8,8.4,3,60,2023-04-19T06:59:27,2023-04-19T20:00:40,0,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-20,87.2,65,75,93.8,65,76.3,69.8,84.8,0.02,100,4.17,rain,0,0,32.2,21.9,164.8,1011.3,91.2,8.8,114.6,9.8,6,100,2023-04-20T06:58:23,2023-04-20T20:01:18,0.02,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-21,78.2,63,68.8,78.2,63,68.8,61.5,79.9,0.861,100,12.5,rain,0,0,32.8,23,30.6,1012.8,72,9.3,177.7,15.5,7,30,2023-04-21T06:57:21,2023-04-21T20:01:56,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-22,78.2,48.8,64.6,78.2,48.8,64.6,54.4,72.6,0,0,0,,0,0,24.2,16.1,124.9,1012.8,36,9.5,207.9,18.2,8,10,2023-04-22T06:56:19,2023-04-22T20:02:34,0.08,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-23,65.9,51.2,57.7,65.9,51.2,57.7,49.6,74.7,0.024,100,8.33,rain,0,0,33.3,24.1,24.3,1015.4,94.8,9.7,73.4,6.3,3,10,2023-04-23T06:55:18,2023-04-23T20:03:12,0.11,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-24,69.2,53.1,60.1,69.2,53.1,60.1,52.5,76.3,0,0,0,rain,0,0,18.3,15,49.3,1017.1,89.1,9.9,185.2,16.1,8,10,2023-04-24T06:54:17,2023-04-24T20:03:51,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-25,74,61.1,66,74,61.1,66,62.7,89.5,0.272,100,12.5,rain,0,0,17.2,10.3,83.6,1011.9,96.4,9.5,80.3,6.8,3,30,2023-04-25T06:53:18,2023-04-25T20:04:29,0.18,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,TWB37,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-26,83.9,67.9,74.1,88.3,67.9,75.3,69.5,86.8,0.012,100,4.17,rain,0,0,21.9,13.9,156.8,1008.2,91.8,7.5,163.2,14,9,100,2023-04-26T06:52:19,2023-04-26T20:05:08,0.21,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-27,80.1,57.8,68.2,80,57.8,68.2,57.5,72.9,0.822,100,16.67,rain,0,0,23.4,16.1,334.5,1009.9,50,8.9,272.2,23.2,9,30,2023-04-27T06:51:22,2023-04-27T20:05:47,0.25,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-28,83,54,65.7,86,54,66.1,61.5,87.8,0.411,100,8.33,rain,0,0,44.9,30,178.4,1007.7,61.5,8.4,225.4,19.5,8,100,2023-04-28T06:50:25,2023-04-28T20:06:25,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-29,74.9,53.1,62.3,74.9,53.1,62.3,45.3,57.4,0,0,0,,0,0,37.1,25.3,329.9,1014.5,32.4,9.9,282.8,24.4,9,10,2023-04-29T06:49:29,2023-04-29T20:07:04,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-04-30,85.9,48.8,68,83.9,47.1,67.3,48.4,54.2,0,0,0,,0,0,27.7,17.2,200.9,1011.8,4.2,9.9,279.8,24,9,10,2023-04-30T06:48:34,2023-04-30T20:07:43,0.34,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2023-05-01,83,49.9,67.8,82.2,49.9,67.7,54.6,65.7,0,0,0,,0,0,21.9,11.4,66.9,1010.2,48.7,9.9,244.4,21.2,8,10,2023-05-01T06:47:40,2023-05-01T20:08:22,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-05-02,79.1,60.2,70.1,79.1,60.2,70.1,63.8,81.8,0,0,0,rain,0,0,12.8,11.4,143.4,1011.4,81.4,9.5,170.9,14.8,7,30,2023-05-02T06:46:48,2023-05-02T20:09:01,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
"Bergstrom International Airport, Austin, Texas",2023-05-03,83,58.9,70.7,84.5,58.9,70.9,62.3,78.5,0,0,0,rain,0,0,19.7,12.7,150.2,1012.7,62.6,9,258.3,22.5,8,30,2023-05-03T06:45:56,2023-05-03T20:09:40,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2023-05-04,82.1,62.1,72.5,87,62.1,73.3,68.5,88.2,0,0,0,rain,0,0,20.8,12.7,170.2,1011.2,80.8,7.8,124.1,10.6,5,75,2023-05-04T06:45:05,2023-05-04T20:10:20,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72253912979,KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2023-05-05,91.1,73.1,80.4,99.9,73.1,84.1,72.2,78,0,0,0,rain,0,0,42.8,26.3,164.5,1010,74,6.4,235.1,20.2,8,100,2023-05-05T06:44:15,2023-05-05T20:10:59,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,KHYI,E5093"
"Bergstrom International Airport, Austin, Texas",2023-05-06,88.1,65.9,76.3,97.8,65.9,79.4,69.4,79.9,0,0,0,rain,0,0,26.4,15,165.6,1011.9,83.6,8.5,165.6,14.2,5,100,2023-05-06T06:43:27,2023-05-06T20:11:38,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,C2969,72254013904,EAUT2,72254413958,E5093"
